3.028	0.001
3.111	0.001
3.270	0.002
3.441	0.002
3.608	0.003
3.887	0.003
4.247	0.004
4.971	0.005
5.865	0.006
7.112	0.006
8.469	0.006
9.424	0.006
10.222	0.005
10.928	0.004
11.802	0.004
12.508	0.003
13.462	0.003
14.330	0.003
15.318	0.002
16.453	0.002
17.757	0.002
19.143	0.002
20.529	0.002
21.892	0.002
23.478	0.002
25.042	0.002
26.344	0.002
27.890	0.002
29.508	0.003
31.174	0.003
32.673	0.003
34.197	0.003
35.556	0.004
37.037	0.004
38.234	0.004
39.969	0.004
41.489	0.004
43.225	0.004
45.111	0.005
46.462	0.005
48.098	0.005
49.912	0.005
51.787	0.005
53.711	0.005
55.341	0.005
57.081	0.005
59.000	0.005
60.664	0.005
62.375	0.005
64.146	0.005
65.900	0.005
67.526	0.005
69.165	0.004
