3.051	5.604e-4
3.531	6.984e-4
4.047	8.093e-4
4.771	9.325e-4
5.583	0.001
6.623	0.001
7.740	0.001
8.666	9.668e-4
9.751	8.999e-4
10.925	8.249e-4
12.119	7.528e-4
13.295	6.839e-4
14.352	6.263e-4
15.726	5.726e-4
16.876	5.323e-4
18.032	4.986e-4
19.317	4.549e-4
20.657	4.239e-4
22.017	3.949e-4
23.197	3.716e-4
24.408	3.465e-4
25.820	3.152e-4
27.503	2.945e-4
28.875	2.737e-4
30.625	2.565e-4
32.231	2.398e-4
33.789	2.275e-4
35.305	2.158e-4
37.145	2.010e-4
38.719	1.913e-4
40.306	1.804e-4
41.922	1.716e-4
43.625	1.622e-4
44.984	1.569e-4
46.535	1.506e-4
48.443	1.399e-4
50.392	1.317e-4
52.544	1.238e-4
54.483	1.167e-4
56.271	1.114e-4
57.780	1.068e-4
59.430	1.012e-4
61.306	9.660e-5
63.212	9.202e-5
64.776	8.798e-5
66.318	8.446e-5
68.029	8.022e-5
69.680	7.627e-5
