3.020	0.021
3.523	0.017
3.966	0.014
4.545	0.011
5.066	0.008
5.617	0.007
6.110	0.006
6.705	0.005
7.519	0.004
8.156	0.003
8.837	0.003
9.490	0.002
10.161	0.002
10.856	0.002
11.781	0.001
12.736	0.001
13.580	9.566e-4
14.575	8.404e-4
15.637	7.584e-4
16.654	6.819e-4
17.568	5.993e-4
18.689	5.189e-4
19.915	4.495e-4
21.381	3.837e-4
22.752	3.342e-4
24.086	2.929e-4
25.504	2.557e-4
26.840	2.251e-4
28.204	1.993e-4
29.398	1.790e-4
30.789	1.588e-4
32.488	1.410e-4
33.940	1.284e-4
35.366	1.187e-4
36.759	1.083e-4
37.943	1.024e-4
39.618	9.280e-5
40.858	8.699e-5
42.367	8.083e-5
44.204	7.473e-5
45.840	6.941e-5
47.389	6.601e-5
48.809	6.109e-5
50.429	5.842e-5
52.229	5.540e-5
54.019	5.332e-5
