3.379	2.326e-4
4.893	2.203e-4
6.215	2.137e-4
7.527	2.071e-4
9.059	2.038e-4
10.538	1.945e-4
12.428	1.922e-4
14.711	1.896e-4
16.487	1.841e-4
18.283	1.841e-4
19.766	1.804e-4
21.585	1.774e-4
23.547	1.754e-4
25.272	1.714e-4
26.961	1.666e-4
28.786	1.631e-4
30.787	1.593e-4
32.482	1.548e-4
34.378	1.509e-4
36.168	1.478e-4
38.100	1.426e-4
39.679	1.395e-4
41.527	1.365e-4
43.373	1.333e-4
44.965	1.290e-4
46.757	1.281e-4
48.569	1.252e-4
50.191	1.222e-4
51.880	1.208e-4
53.573	1.199e-4
55.604	1.182e-4
57.556	1.167e-4
59.553	1.155e-4
61.376	1.134e-4
63.225	1.134e-4
65.524	1.132e-4
67.648	1.125e-4
69.527	1.127e-4
